Front	Back	Tags
A 64-year-old woman presents to the clinic with gradually worsening kneepain over the past 6 months. The pain is worse with activity and improves withrest. She finds it difficult to get up after prolonged sitting and complains thather knees feel stiff in the morning but improve within 20 minutes. Her pastmedical history includes hypertension and hyperlipidemia. She has smokedone pack per day for the last 35 years and has a BMI of 33 kg/m². Onexamination, there is mild crepitus and tenderness along the medial joint lineof both knees but no erythema or effusion. Her gait is normal, and herneurological exam is unremarkable. Radiographs show joint space narrowingand osteophyte formation in the knees. The patient is interested in reducingthe long-term burden of her symptoms. Which of the following is the mosteffective intervention to reduce her risk of disease progression?	Osteoarthritis is a degenerative joint disease driven by mechanical wear and tear. Obesity is the strongest modifiable risk factor, especially for weight-bearing joints. On USMLE, weight loss is the best preventive intervention, while acetaminophen is the first-line treatment for symptomatic OA. 51.1 A.Anterior hip dislocation B.Femoral neck fracture C.Intertrochanteric fracture D.Posterior hip dislocation E.Slipped capital femoral epiphysis AnatomySubjectMusculoskeletal (Bone/joint injuries andinfections)SystemNoneTopic 52.1 A.Anterior cruciate ligament tear B.Lateral meniscus tear C.Medial collateral ligament tear D.Patellar tendon rupture E.Posterior cruciate ligament tear AnatomySubjectMusculoskeletal (Bone/joint injuries andinfections)SystemNone<br><br>Correct answer letter: E	msk::hip
A 27-year-old man is brought to the emergency department by ambulance after being involved in a high-speed motor vehicle collision. He was the front-seat passenger and was not wearing a seatbelt. According to EMS, the car struck a guardrail and spun into a ditch. The patient was alert at the scene but complained of severe pain in the right hip and was unable to bear weight. He denies head trauma, loss of consciousness, or abdominal pain. There is no bleeding, open wound, or deformity of the thigh. On physical examination, the right leg appears shortened and held in a position of internal rotation at the hip. Passive range of motion is limited by pain. There is no sensory loss or distal neurovascular compromise. Radiographs are pending, but the orthopedic resident is consulted for evaluation. Which of the following is the most likely diagnosis?	Posterior hip dislocation is the most common type and presents with a shortened, internally rotated leg. Often occurs in dashboard trauma scenarios, requiring prompt reduction to prevent avascular necrosis. USMLE tests leg position as a key diagnostic clue to distinguish dislocations and fractures.<br><br>Correct answer letter: D	msk::hip
A 26-year-old man presents to the emergency department after being involved in a motor vehicle collision. He was the restrained front-seat passenger in a car that struck a wall head-on. He recalls that his right knee hit the dashboard upon impact. He denies loss of consciousness but reports immediate pain and swelling in the right knee. On examination, there is a moderate joint effusion. The knee is not obviously deformed, and there is no visible bruising. When the patient lies supine with both hips and knees flexed to 90 degrees, the right tibia appears to sit farther back compared to the left. Gentle manipulation of the knee confirms increased backward movement of the tibia relative to the femur. The patient is otherwise hemodynamically stable and has no other injuries. Which of the following is the most likely diagnosis?	Posterior cruciate ligament injury is caused by a direct posterior force on the proximal tibia, such as hitting the dashboard in a car crash. Findings include posterior displacement of the tibia relative to the femur and increased posterior translation on exam. Diagnosis is clinical, supported by exam and mechanism, and confirmed with MRI. 53.1 A.Carpal tunnel syndrome B.Distal radius fracture C.Hook of hamate fracture D.Scaphoid fracture E.Triquetrum fracture AnatomySubjectMusculoskeletal (Bone/joint injuries andinfections)SystemNoneTopic 54.1 A.Anserine bursitis B.Cellulitis C.Patellar tendinopathy D.Prepatellar bursitis E.Septic arthritis PathophysiologySubjectMusculoskeletal (Bone/joint injuries andinfections)SystemNone<br><br>Correct answer letter: E	msk::hip
A 25-year-old man comes to the emergency department due to pain in his right hand after falling off his bicycle earlier today. He was riding downhill at moderate speed when he lost control and landed on the handlebars with his body weight transmitted through the palm of his right hand. He did not hit his head or lose consciousness. He has no other complaints. On examination, there is localized tenderness over the hypothenar eminence. Grip strength is slightly reduced due to pain, and tapping over the affected region elicits tingling radiating to the ring and little fingers. There is no visible swelling, ecchymosis, or open wound. The patient is right-hand dominant and otherwise healthy. His wrist range of motion is intact, and capillary refill and radial pulses are normal. X-ray of the wrist is initially read as normal. Which of the following is the most likely diagnosis?	Hook of hamate fractures result from direct trauma to the palm (e.g., handlebar or racquet sports injury). Associated with ulnar nerve compression in the Guyon canal: look for paresthesia in the ring and little fingers. X-rays may be normal; diagnosis may require high suspicion and advanced imaging.<br><br>Correct answer letter: C	msk::wrist_hand
A 49-year-old man presents to the clinic with anterior knee pain and swelling that has developed gradually over the past week. He works as a plumber and spends much of his workday kneeling while installing fixtures. He says the knee feels sore and tight but not unstable, and he denies any trauma, locking, or popping. The pain is mostly noticeable when he kneels or presses directly on the front of his knee, and it does not limit his ability to walk or climb stairs. He denies fever, chills, or recent illness. He has no history of joint disease or gout. On physical examination, there is a soft, mildly tender swelling located over the front of the right knee, just above the patellar tendon. The overlying skin is intact with no erythema or warmth. Range of motion is full and non-painful. There is no joint effusion or ligamentous laxity. What is the most likely diagnosis?	Prepatellar bursitis presents with anterior knee pain and swelling in individuals with frequent kneeling or direct pressure on the patella. Physical exam shows localized anterior swelling with preserved range of motion and no signs of joint involvement. Diagnosis is clinical; treatment is conservative with NSAIDs and activity modification. 55.1 PathologySubjectMusculoskeletal (Miscellaneous)SystemNoneTopic<br><br>Correct answer letter: D	msk::knee
A 35-year-old woman comes to the clinic due to worsening pain in her right wrist for the past 6 days. She describes the pain as sharp and localized to the outer (thumb- side) part of the wrist, and says it has made it increasingly difficult to carry out certain tasks like picking up her newborn daughter, who is 7 weeks old. The discomfort started mildly but has now progressed to the point where even turning a doorknob or lifting a coffee mug causes discomfort. She denies numbness, tingling, trauma, fever, or joint swelling. Her medical history is unremarkable. She is exclusively breastfeeding and has recently increased the frequency and duration of feedings. On physical examination, there is tenderness over the lateral (radial) wrist, just proximal to the base of the thumb. There is no visible swelling or redness, and full passive range of motion is preserved. However, the patient experiences a sudden sharp pain when asked to tuck her thumb into her palm, wrap her fingers around it, and bend her wrist toward the ulna. No other joint involvement is noted, and neurologic examination of the upper limb is normal. Which of the following best describes this patient’s condition?A. Entrapment of a peripheral nerve at the wrist B. Inflammation of tendon sheaths controlling thumb movement C. Joint capsule inflammation involving the radiocarpal articulation D. Postpartum overuse injury of a flexor muscle insertion E. Systemic inflammatory condition with asymmetric joint involvement	De Quervain tenosynovitis is caused by inflammation of the tendon sheaths of the first dorsal compartment, especially in postpartum women. It presents with radial wrist pain exacerbated by Finkelstein’s maneuver. 56.1 A.Calcium pyrophosphate crystal depositsB.Deposition of monosodium urate crystalsC.Focal loss of hyaline cartilage with subchondral bone thickeningD.Granulomatous inflammationE.Synovial pannus HistologySubjectMusculoskeletal (Arthritis andspondyloarthropathies)SystemNone<br><br>Correct answer letter: B	msk::wrist_hand
A 33-year-old violinist comes to the clinic with progressive pain and stiffnessin her fingers, especially in the morning. Over the past 4 months, she hasfound it increasingly difficult to play her instrument due to finger jointdiscomfort. She reports swelling and warmth over several knuckles but deniesany recent trauma or fever. On physical examination, there is symmetricswelling, tenderness, and erythema of the proximal interphalangeal andmetacarpophalangeal joints. The distal interphalangeal joints are not affected.Hand radiographs show joint space narrowing and marginal erosions. If asynovial biopsy were obtained, which of the following histopathologicfindings would most likely be seen?	Synovial pannus, a hyperplastic invasive tissue, is the hallmark histologic feature of rheumatoid arthritis and leads to progressive joint destruction. 57.1 A.Chondrosarcoma B.Ewing sarcoma C.Metastatic prostate cancer D.Osteoblastoma E.Osteosarcoma HistologySubjectMusculoskeletal (Bone tumors and tumor-likelesions)SystemNoneTopic<br><br>Correct answer letter: E	msk::arthritis
A 62-year-old man comes to the clinic due to persistent left hip pain that has gradually worsened over the past 5 months. He says the discomfort is dull and deep, often worse at night, and does not improve with over-the-counter pain medications. He denies recent trauma, fevers, or weight loss but says the pain is now making it difficult to sleep and walk longer distances. He works as a contractor and had been previously active, but the progressive pain has limited his ability to climb ladders. On physical examination, there is reduced range of motion of the left hip with deep palpation eliciting discomfort. Neurovascular exam is normal. Pelvic x-ray reveals a lytic lesion involving the left iliac bone with stippled calcifications. A core biopsy is performed, and a representative section is shown in the image below. Which of the following is the most likely diagnosis?	Chondrosarcoma is a malignant cartilage-forming tumor most common in older adults. Histology shows neoplastic chondrocytes embedded in lacunae in a cartilaginous matrix. Appears radiographically as lytic lesions with stippled or ring-like calcifications. The histo image is extremely buzzy for USMLE. 58.1 A.B lymphocytesB.GranulocytesC.Langerhans cellsD.MonocytesE.Plasma cells PathologySubjectMusculoskeletal (Bone tumors and tumor-likelesions)SystemNoneTopic<br><br>Correct answer letter: A	msk::hip
A 4-year-old boy is brought to the clinic with a 3-month history of a painful,swollen skull lesion. Imaging reveals a well-circumscribed lytic lesion in theparietal bone. A biopsy of the lesion shows large, irregularly shaped cells withabundant eosinophilic cytoplasm and kidney-shaped nuclei. Electronmicroscopy of these cells reveals rod-shaped cytoplasmic inclusions. This patient’s condition is most likely caused by malignant proliferation of which of the following cell types?	LCH is the answer on USMLE for a patient with lytic lesions + Birbeck granules. The latter need not be tennis racquet-shaped and can be simply rod-shaped. CD1a positivity for LCH is buzzy. A Langerhans cell is a type of dendritic cell within the skin. A dendritic cell is an APC that expresses antigen on MHC-II to CD4 T cells.+ 59.1 A.Juvenile idiopathic arthritis B.Legg-Calvé-Perthes disease C.Osteoid osteoma D.Septic arthritis E.Transient synovitis PathologySubjectMusculoskeletal (Metabolic bone disorders)SystemNoneTopic 60.1 A.Abductor pollicis longus tendonB.Extensor carpi radialis brevis tendonC.Flexor digitorum superficialis tendonD.Palmar aponeurosisE.Transverse carpal ligament AnatomySubjectMusculoskeletal (Arthritis andspondyloarthropathies)SystemNoneTopic 61.1 A.Complement C3 deficiencyB.Immune complex depositionC.Impaired phagolysosome fusionD.Increased vascular permeabilityE.T-cell mediated cytotoxicity PathologySubjectMusculoskeletal (Arthritis andspondyloarthropathies)SystemNoneTopic<br><br>Correct answer letter: C	msk::bone_tumors_metabolic
A 7-year-old boy is brought to the clinic due to progressive limping and intermittent right hip pain for the past 3 weeks. His mother reports that he has been otherwise well, with no recent fever, trauma, or illness. The pain initially occurred only after prolonged running or playing but has now become more persistent. He has no complaints of pain in his knee or foot. The patient denies night sweats, weight loss, or malaise. He has no history of travel, tick bites, or recent infections. His past medical history is unremarkable, and his immunizations are up to date. He is not taking any medications. His academic and social development are age appropriate. There is no family history of rheumatologic or orthopedic conditions. On examination, he is afebrile and appears well. He walks with an antalgic gait, favoring the right side. There is no visible swelling, redness, or warmth of the hip. Passive internal rotation and abduction of the right hip are limited and mildly painful. The left hip and both knees are normal on examination. Neurovascular status is intact bilaterally. Laboratory studies reveal normal ESR, CRP, and white blood cell count. Plain radiographs of the pelvis show increased density and slight flattening of the right femoral head, while the left femoral head appears normal. There is no joint space widening or signs of effusion. Which of the following is the most likely diagnosis?	Legg-Calvé-Perthes disease is idiopathic avascular necrosis of the femoral head. It's the answer on USMLE for a hip issue in a kid age 5-8.<br><br>Correct answer letter: B	msk::hip
A 42-year-old woman comes to the physician because of a 3-month history ofgradually worsening stiffness in her fingers, difficulty opening jars, and apersistent dull ache in both wrists. She says the symptoms are worst in themorning and often make it hard to get dressed, though they improvesomewhat over the course of the day. She has also noticed that her weddingring feels tighter than usual, and she occasionally feels tingling in her palms.Physical examination reveals swelling and tenderness at the second and thirdmetacarpophalangeal joints bilaterally, with restricted wrist flexion due todiscomfort. Tinel and Phalen maneuvers reproduce her paresthesias.Laboratory studies show a normocytic anemia and elevated C-reactiveprotein. Which of the following structures is most likely contributing to thenerve-related symptoms in this patient?	The transverse carpal ligament, aka flexor retinaculum, is the roof of the carpal tunnel and is the compressing structure in CTS.<br><br>Correct answer letter: E	msk::wrist_hand
A 42-year-old man presents to the clinic with a 16-hour history of severe pain in his left first metatarsophalangeal joint. He has a past medical history of hypertension and obesity. He reports drinking several beers at a party the night before the pain started. Physical examination reveals a swollen, erythematous, and exquisitely tender big toe joint with markedly restricted range of motion. He is afebrile and denies any recent trauma or history of autoimmune disease. Laboratory studies are negative for rheumatoid factor and antinuclear antibodies. A joint aspirate is shown. What is the most immediate physiological mechanism responsible for the development of this patient's joint swelling?	Acute gout is caused by monosodium urate crystals triggering the innate immune response via NLRP3 inflammasome activation, leading to IL-1β release and increased vascular permeability. This allows neutrophil influx, causing joint swelling, pain, and erythema. Management includes NSAIDs, colchicine (within 36 hours), or corticosteroids if NSAIDs are contraindicated. Avoid uric acid-lowering therapy during acute flares. 62.1 A.Osteoarthritis B.Psoriatic arthritis C.Reactive arthritis D.Rheumatoid arthritis E.Systemic lupus erythematosus PhysiologySubjectMusculoskeletal (Arthritis andspondyloarthropathies)SystemNoneTopic 63.1 A.Axillary nerve injury; anterior shoulder dislocationB.Axillary nerve injury; clavicular fractureC.Axillary nerve injury; surgical neck of humerus fractureD.Long thoracic nerve injury; winged scapulaE.Median nerve injury; supracondylar fracture of humerus AnatomySubjectMusculoskeletal (Bone/joint injuries andinfections)SystemNoneTopic 64.1 A.Cubital tunnel syndrome B.Lateral epicondylitis C.Medial epicondylitis D.Olecranon bursitis E.Radial tunnel syndrome AnatomySubjectMusculoskeletal (Bone/joint injuries andinfections)SystemNoneTopic<br><br>Correct answer letter: D	msk::shoulder
A 28-year-old woman presents to the outpatient clinic with a six-month history of progressively worsening joint pain and stiffness. She describes the discomfort as a dull, aching sensation that began in her fingers and wrists and has now started affecting her ankles as well. The stiffness is particularly pronounced in the morning and often lasts more than an hour before it gradually improves with activity. She says that on some mornings, she struggles to brush her teeth or hold a coffee mug due to pain and reduced grip strength. By the end of the day, the discomfort is milder, but it flares up again the following morning. She denies any recent trauma or overuse. In addition to the joint symptoms, she reports generalized fatigue and difficulty concentrating at work. She has also unintentionally lost around 3 kilograms over the past few months, despite no changes in her diet or exercise routine. She has no personal history of psoriasis, gastrointestinal issues, or genitourinary infections. She does not recall having a recent sore throat or viral illness. There is no family history of autoimmune disease, though her mother has osteoarthritis. She does not smoke or drink and works as a graphic designer. On further questioning, she denies any fever, photosensitivity, or oral ulcers. She has not had any miscarriages or issues with fertility. On physical examination, she appears tired but is in no acute distress. Her vital signs are normal. There is mild symmetrical swelling and tenderness of the second and third metacarpophalangeal joints and the proximal interphalangeal joints bilaterally. Her wrists are slightly puffy and tender to palpation with limited range of motion. There is no redness or warmth over the joints. Her distal interphalangeal joints are unaffected. Her ankles are also mildly swollen, with some tenderness on passive dorsiflexion, but no signs of enthesitis. There is no visible skin rash, no nail pitting, and no scalp lesions. The rest of her examination is unremarkable. Laboratory testing reveals anemia and an elevated inflammatory marker profile. Radiographs show soft tissue swelling and periarticular osteopenia without erosions. Which of the following is the most likely diagnosis?	Rheumatoid arthritis presents in young women with chronic, symmetric small-joint inflammation, prolonged morning stiffness, positive RF and anti-CCP, and systemic features such as fatigue and weight loss. Early diagnosis is critical to prevent irreversible joint destruction and functional decline.<br><br>Correct answer letter: D	msk::wrist_hand
A 28-year-old man comes to emergency after falling off his skateboard. Hehas pain in his left shoulder and holds his arm slightly abducted and externallyrotated. Physical exam shows decreased sensation over the lateral deltoid andweakness in shoulder abduction. An x-ray is performed. The left image showsa healthy patient. The right image shows our patient. Which of the following is the most likely cause of this patient’s acutepresentation?	Axillary nerve injury causes decreased sensation over the lateral deltoid and shoulder abduction. It can be caused by anterior shoulder dislocation or surgical neck of humerus fracture.<br><br>Correct answer letter: A	msk::shoulder
A 45-year-old man presents to the clinic with pain along the inner side of his right elbow that has gradually worsened over the past month. He works as a construction supervisor and often lifts heavy equipment and tools. He reports that the pain becomes more noticeable when he grips objects tightly or bends his wrist downward against resistance, particularly when using a hammer or wrench. He denies any trauma, numbness, or tingling in the hand or forearm. He has no prior joint problems and is otherwise healthy. Pain is elicited when the patient flexes his wrist against resistance with the elbow fully extended. No joint swelling, erythema, or warmth is noted, and neurologic examination of the right upper limb is normal. Which of the following is the most likely diagnosis?	Medial epicondylitis involves overuse of wrist flexors and pronators, especially flexor carpi radialis and pronator teres. It presents with medial elbow pain exacerbated by resisted wrist flexion. Diagnosis is clinical; treatment includes activity modification and forearm strap support. 65.1 A.Anterior cruciate ligament tear B.Iliotibial band syndrome C.Lateral meniscus tear D.Medial collateral ligament injury E.Patellar tendonitis AnatomySubjectMusculoskeletal (Bone/joint injuries andinfections)SystemNoneTopic 66.1 A.Axillary nerve lesion affecting the deltoid B.Glenoid labrum tear with impingement C.Infraspinatus dysfunction due to suprascapular nerve injury D.Long head of biceps tendon rupture E.Supraspinatus tendinopathy from rotator cuff overuse AnatomySubjectMusculoskeletal (Shoulder issues)SystemNoneTopic 67.1 A.Direct inguinal hernia B.Epigastric hernia C.Incisional hernia D.Rectus sheath hematoma E.Spigelian hernia AnatomySubjectMusculoskeletal (Structural disorders)SystemNoneTop<br><br>Correct answer letter: C	msk::shoulder
A 30-year-old man comes to the clinic due to persistent right knee pain that began after he twisted his knee while stepping off a curb three weeks ago. He says the pain is localized to the outer side of the knee and is aggravated by walking, especially when going up stairs or squatting. He also reports occasional episodes where the knee feels like it “gets stuck” while partially bent and then suddenly releases with a click. There is no history of swelling or instability, but he avoids certain positions because of fear the knee might catch again. On physical exam, there is mild tenderness along the lateral joint line. When the leg is internally rotated while extending the flexed knee, he winces and reports pain and a clicking sensation. The remainder of the exam is normal. Which of the following is the most likely diagnosis?	Lateral meniscus tears present with lateral knee pain, often following a twisting injury, and produce mechanical symptoms like locking or catching. Exam may reveal joint line tenderness and pain/clicking with internal rotation and extension of the knee. Diagnosis is clinical, confirmed by MRI, and managed conservatively or with arthroscopy based on severity.<br><br>Correct answer letter: C	msk::knee
A 29-year-old man presents to the clinic due to persistent right shoulder weakness and discomfort. He works as a mechanic and first noticed difficulty reaching behind his head and rotating his arm outward when retrieving tools above shoulder level. He has no history of trauma, dislocation, or prior surgery. He says the symptoms began gradually over the past month and have worsened, particularly after prolonged use of pneumatic tools with overhead reaching. He has no neck pain, sensory changes, or systemic symptoms. His past medical history is unremarkable and he takes no medications. On physical examination, there is no visible deformity or swelling. Range of motion is preserved except for weakness and mild discomfort during resisted external rotation of the right shoulder with the arm at the side. Abduction and forward flexion are symmetric and painless. There is no scapular winging, and neurologic examination of the upper extremities reveals normal strength, reflexes, and sensation. The full-can and empty-can tests are negative. Radiographs of the shoulder are unremarkable. Which of the following is the most likely explanation for this patient’s weakness?	The infraspinatus muscle, innervated by the suprascapular nerve, is the primary rotator cuff muscle responsible for external rotation of the shoulder. Isolated weakness in external rotation without abduction issues suggests infraspinatus dysfunction, not supraspinatus. Suprascapular nerve injury can selectively affect infraspinatus with overuse or compression without involving the entire rotator cuff.<br><br>Correct answer letter: C	msk::shoulder
A 59-year-old woman comes to the clinic for evaluation of a bulge in her lower abdomen. She first noticed the swelling about six months ago, and it has gradually increased in size. The mass becomes more noticeable when she stands for prolonged periods or performs physical activity, and it tends to reduce or disappear when she lies down. She denies nausea, vomiting, constipation, or abdominal pain. Her medical history includes a laparotomy performed five years ago for small bowel obstruction, and she has not had any subsequent abdominal surgeries or trauma. On physical examination, there is a soft, non-tender, reducible mass located along the old surgical scar in the lower midline abdomen. The swelling becomes more prominent with Valsalva maneuver and is not associated with overlying erythema or warmth. No other abdominal or groin masses are palpated. Which of the following is the most likely diagnosis?	Incisional hernias occur at the site of any prior abdominal incision, regardless of how long ago the surgery took place. They present as reducible masses that increase with intra-abdominal pressure and align anatomically with the surgical scar. 68.1 A.Epigastric hernia B.Gastroschisis C.Liposarcoma D.Paraumbilical hernia E.Rectus abdominis diastasis AnatomySubjectMusculoskeletal (Structural disorders)SystemNoneTopic 69.1 A.Anterior interosseous nerveB.Median nerveC.Radial nerveD.Recurrent branch of the median nerveE.Ulnar nerve AnatomySubjectMusculoskeletal (Upper limb nerves)SystemNone 70.1 A.Chondromalacia patellaeB.Ligament tearC.Osgood-Schlatter diseaseD.Osteochondritis dissecansE.Stress fracture PathophysiologySubjectMusculoskeletal (Knee disorders)SystemNoneTopic<br><br>Correct answer letter: C	msk::knee
A 61-year-old woman presents to the clinic for evaluation of a bulge near her navel that she noticed about six months ago. She reports that it becomes more prominent when she coughs or strains, and it typically disappears when she lies flat. The swelling does not cause pain but has gradually increased in size. She denies nausea, vomiting, constipation, changes in appetite, or weight loss. Her medical history includes well- controlled type 2 diabetes and a prior appendectomy many years ago. She has no history of abdominal wall trauma or neonatal surgical conditions. On physical examination, there is a small, soft, non-tender midline bulge located just above the umbilicus. The mass is reducible and covered with normal-appearing skin. No other abdominal abnormalities are noted. Which of the following is the most likely diagnosis?	Paraumbilical hernias are skin-covered midline protrusions of bowel through the linea alba, just superior to the umbilicus. They differ from gastroschisis, which is congenital, uncovered, and located to the right of the umbilicus.<br><br>Correct answer letter: D	msk::abdominal_wall_hernia
A 42-year-old woman comes to the clinic due to numbness and tingling in her right hand for the past 3 months. The symptoms worsen at night and sometimes awaken her from sleep. She also reports difficulty opening jars and holding a coffee mug due to reduced grip strength. The patient works as a data analyst and spends several hours each day typing. On examination, sensation is decreased over the palmar aspect of the thumb, index, and middle fingers. There is atrophy of the muscles at the base of the thumb. Light tapping over the inner wrist reproduces her symptoms, and holding her wrists in forced flexion for 30 seconds also triggers the same discomfort. Which of the following nerves is most likely injured in this patient?	Compression of the median nerve within the carpal tunnel causes pain, paresthesia, and weakness in the median nerve distribution. Provocative testing and recognition of characteristic sensory and motor deficits are key to diagnosis.<br><br>Correct answer letter: B	msk::wrist_hand
A 13-year-old boy is brought to the clinic by his parents due to right knee pain that has worsened over the past week. He plays as a forward on his school’s soccer team. He notes that the pain is exacerbated by sprinting, jumping, and climbing stairs. There is no history of recent trauma. On physical examination, there is tenderness over the tibial tuberosity and mild swelling just below the patella. The pain is reproducible with resisted knee extension. Radiographs of the knee show mild soft tissue swelling over the tibial tubercle with no bony abnormalities. Which of the following is the most likely diagnosis?	Osgood-Schlatter disease is a common cause of anterior knee pain in adolescent athletes due to traction apophysitis of the tibial tubercle. It presents with pain and swelling over the tibial tuberosity, especially during activity, and is managed conservatively as it typically resolves with skeletal maturity. 71.1 A.Displacement of the femoral head relative to the neck through the growth plate B.Idiopathic avascular necrosis due to compromised blood supply to the capital femoral epiphysis C.Infectious destruction of the hip joint D.Inflammatory arthropathy involving the hip joint following a recent viral infection E.Neoplastic infiltration of the femoral metaphysis PathophysiologySubjectMusculoskeletal (Structural disorders)SystemNoneTopic 72.1 A.Biceps tendonitisB.Infraspinatus tendon injuryC.Subacromial bursitisD.Subscapularis tendon injuryE.Supraspinatus tendon injuryF.Teres minor tendon injury AnatomySubjectMusculoskeletal (Shoulder issues)SystemNone<br><br>Correct answer letter: C	msk::shoulder
A 12-year-old boy is brought to the clinic by his mother due to progressive left hip and thigh pain for the past 3 weeks. He limps while walking and recently stopped participating in gym class. His mother says he has not had any recent trauma, fever, or known infections. The patient has no history of autoimmune or hematologic disease. He has no urinary symptoms, skin rashes, or weight loss. On physical exam, he walks with an antalgic gait, and passive internal rotation of the left hip elicits pain. His temperature is 36.8°C (98.2°F), pulse is 90/min, and BMI is 22.4 kg/m². There is no swelling or erythema of the hip, but the range of motion is reduced. A hip radiograph is obtained and shown. Based on the clinical scenario and radiographic findings, which of the following best explains this patient's condition?	SCFE typically affects boys aged 10–14, with or without obesity, and presents with gradual-onset limp and limited hip motion. The hallmark radiographic sign is posteroinferior displacement of the femoral head relative to the neck — classically described as “ice cream slipping off the cone.” Prompt recognition and surgical pinning are essential to prevent complications such as avascular necrosis and early osteoarthritis.<br><br>Correct answer letter: A	msk::hip
A 45-year-old painter presents with 2 months of shoulder pain that worsenswhen lifting his arm overhead or reaching out to the side. The pain is localizedto the lateral shoulder and is most pronounced when he holds his arm out infront at shoulder height with the thumb pointed downward, resistingdownward pressure. He has noticeable weakness during this maneuver butmaintains full passive range of motion. There is no swelling, redness, orhistory of trauma. Strength is preserved in external and internal rotation.Which of the following is the most likely diagnosis?	Supraspinatus injury is the answer if the patient has impaired shoulder abduction (especially the first 15 degrees) and has a positive empty-can, full-can, and/or drop-arm test. Shoulder pain while lying on one's side in bed or while reaching overhead is classic for both supraspinatus injury and subacromial bursitis. However,patients have shoulder weakness in supraspinatus injury, whereas in subacromial bursitis, there is no weakness. 73.1 A.AB.BC.CD.DE.EF.FG.GH.H AnatomySubjectMusculoskeletal (Bone/joint injuries andinfections)SystemNoneTopic 74.1 A.InfraspinatusB.SubscapularisC.SupraspinatusD.Teres minorE.Teres major AnatomySubjectMusculoskeletal (Bone/joint injuries andinfections)SystemNoneTopic 75.1 A.Application of a posterior long arm splint B.Order of plain radiographs of the elbow C.Rest, ice, and elevation D.Supination of the forearm while flexing the elbow E.Use of a shoulder immobilizer PathologySubjectMusculoskeletal (Bone/joint injuries andinfections)SystemNone<br><br>Correct answer letter: E	msk::shoulder
A 17-year-old boy presents to the clinic after injuring his wrist while skateboarding. He reports falling forward and landing on his outstretched right hand, using his palm to break the fall. Since the incident, he has experienced localized pain in the wrist, especially when attempting to grip or twist objects. He denies any numbness, tingling, or weakness in the hand. On examination, there is tenderness over the anatomical snuffbox on the dorsal-radial aspect of the wrist. There is no gross deformity, bruising, or swelling. Range of motion in the wrist is mildly limited due to pain, but he can fully move all fingers. A plain radiograph of the wrist is obtained and interpreted as normal, with labeled bones A through H shown below. Which of the following labeled structures is most likely fractured in this patient?	Scaphoid fractures are the most common carpal fractures and often present with anatomical snuffbox tenderness following a FOOSH injury. Initial radiographs may be normal; thumb-spica immobilization and follow-up imaging are essential to prevent avascular necrosis.<br><br>Correct answer letter: C	msk::wrist_hand
A 27-year-old man comes to the physician with a 1-week history of rightshoulder pain after lifting weights. He reports discomfort specifically whenreaching overhead or rotating his arm outward. He denies numbness, tingling,or prior shoulder injuries. Physical examination reveals pain during lateralrotation of the shoulder. The Hornblower test is positive, eliciting weaknessand discomfort when attempting to externally rotate the arm while it’sabducted to 90 degrees. However, he is able to externally rotate the armwithout difficulty when his arm is at his side. Strength and sensation areotherwise normal. Which of the following injuries is most likely responsible forthis patient’s presentation?	Teres minor is the predominant lateral rotator of the arm when it’s fully abducted.<br><br>Correct answer letter: D	msk::shoulder
A 2-year-old girl is brought to the clinic because she has refused to move her right arm since earlier this morning. Her father reports that the child was playing tug-of- war with her older brother, who yanked her by the right hand during the game. She immediately began crying and has not used the arm since. The parents became concerned when she refused to reach for her favorite toy or feed herself at breakfast, both of which she normally does with her right hand. She has no fever, has been otherwise active, and has not vomited or shown any signs of systemic illness. There is no history of trauma beyond the pulling incident, and the parents deny any falls, blunt injury, or previous problems with her joints. On examination, she appears calm but keeps the arm extended and pronated at her side. She cries when attempts are made to flex or supinate the elbow but does not resist shoulder motion. There is no visible swelling, bruising, or deformity of the upper extremity, and she exhibits no tenderness over the clavicle, humerus, or elbow. Passive range of motion at the shoulder is full and non-painful. The child continues to guard the arm and refuses to engage with toys when offered with the affected side. Vital signs are normal, and she is afebrile. Which of the following is the most appropriate next step in management?	Nursemaid’s elbow (radial head subluxation) in a toddler presents with refusal to use the arm held in a pronated, extended position without swelling or tenderness; the most appropriate initial management is immediate reduction via supination of the forearm with elbow flexion. 76.1 A.Axillary nerve injury impairing deltoid function B.Bicipital tendinopathy causing anterior shoulder pain C.Glenohumeral osteoarthritis with joint space narrowing D.Inflammation of a rotator cuff tendon innervated by the suprascapular nerve E.Subacromial bursitis compressing the infraspinatus muscle AnatomySubjectMusculoskeletal (Muscular disorders)SystemNoneTopic 77.1 A.Dermatomyositis B.Inclusion body myositis C.Lambert-Eaton myasthenic syndrome D.Polymyositis E.Statin-induced necrotizing myopathy PathophysiologySubjectMusculoskeletal (Muscular disorders)SystemNoneTopic 78.1 A.Iliotibial band syndrome B.Juvenile idiopathic arthritis C.Osgood-Schlatter disease D.Patellar tendon rupture E.Pes anserine bursitis AnatomySubjectMusculoskeletal (Bone/joint injuries andinfections)SystemNoneTopic<br><br>Correct answer letter: D	msk::shoulder
