Deck	Front	Back	Tags
Pharma	A 6-year-old boy is brought to the emergency department by his mother due to persistent vomiting, confusion, and lethargy.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Disruption of oxidative phosphorylation and fatty acid β-oxidation</b><br><br>Reye syndrome is caused by giving aspirin to kids to treat fever caused by viral illness. Impaired mitochondrial beta-oxidation within the liver is the mechanism USMLE wants. Cerebral edema is the cause of confusion and coma.	pharma::biochemistry_general_principles_lipid_metabolism
Pharma	A 29-year-old man is brought to the emergency department shortly after being stung by a wasp while hiking.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Stimulation of alpha-1 receptors increases systemic vascular tone</b><br><br>The most critical effect of intramuscular epinephrine in anaphylaxis is alpha-1–mediated vasoconstriction, which raises systemic vascular resistance and restores blood pressure. Although beta-1 and beta-2 actions also support cardiac output and bronchodilation, only alpha-1 receptor activation directly counteracts the vasodilatory shock of anaphylaxis.	pharma::biochemistry_general_principles_receptors_extracellular_matrix_molecules
Pharma	A 69-year-old man is brought to the emergency department after being found unresponsive at home Hg.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Glucagon-mediated increase in cAMP</b><br><br>USMLE wants you to know glucagon increases cAMP; beta-blockers decrease cAMP. Glucagon can be used for beta-blocker overdose. Conversely, however, beta-blockers are not used for glucagon overdose.	pharma::biochemistry_general_principles_receptors_extracellular_matrix_molecules
Pharma	A 42-year-old woman comes to the clinic due to persistent loose stools over the past two weeks.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Oral supplement adverse effect</b><br><br>Magnesium supplements can cause diarrhea.	pharma::biochemistry_general_principles_vitamins_cofactors_nutrients
Pharma	A 25-year-old woman presents to the emergency department with a 10-day history of dry cough, mild fever, and fatigue.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Macrolide antibiotic</b><br><br>Macrolide antibiotics are the cornerstone of treatment for Mycoplasma pneumoniae pneumonia, especially in young adults with atypical symptoms. Early antibiotic therapy reduces disease duration, contagiousness, and complications.	pharma::microbiology_general_principles_bacteriology
Pharma	A 54-year-old woman with a 6-month history of severe rheumatoid arthritis is started on rituximab after failing to improve with methotrexate, inflixmab, prednisone, and diclofenac.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Invasive bacterial pneumonia</b><br><br>Rituximab is a monoclonal antibody that knocks out CD20 on B cells. Patients notably get increased risk of bacterial infections, since B cells produce lots of immunoglobulins that kill bacteria via humoral immunity.	pharma::microbiology_general_principles_bacteriology
Pharma	Which of the following is the most appropriate pharmacologic treatment?<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Selenium sulfide</b><br><br>Tinea versicolor is a superficial fungal infection caused by Malassezia species, best treated with topical selenium sulfide. Misidentifying it may lead to use of ineffective agents like antibiotics, corticosteroids, or antiparasitics, which do not target the yeast.	pharma::microbiology_general_principles_mycology
Pharma	A 29-year-old woman comes to the clinic because of a 10-day history of loose, greasy stools, increased flatulence, and cramping abdominal pain.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Metronidazole</b><br><br>Symptomatic giardiasis is treated with metronidazole, which eradicates the protozoan and resolves steatorrhea and bloating. Travel history and stool microscopy findings are key clues for diagnosis in patients with chronic diarrhea after visiting endemic regions.	pharma::microbiology_general_principles_parasitology
Pharma	A 34-year-old man is brought to the emergency department after a high-speed car accident in which he sustained multiple lacerations and a fractured tibia.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Ketamine</b><br><br>Ketamine is an NMDA receptor antagonist that produces dissociative anesthesia characterized by analgesia, amnesia, preserved airway reflexes, and psychotomimetic effects such as depersonalization and vivid dreams. These psychological effects are most closely mirrored by dextromethorphan, an over-the-counter antitussive with similar NMDA antagonism.	pharma::pharmacology_general_principles_anesthesia
Pharma	A 67-year-old man is admitted for treatment of a prosthetic joint infection.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>The trough level is insufficient to maintain bactericidal activity against this organism</b><br><br>The MIC is the lowest drug concentration required to have any effect against an organism. As we rise above the MIC, the AUC increases. For any drug, a minimum AUC/MIC ratio is required to effectively eradicate the pathogen, where merely being above the MIC alone is inadequate.	pharma::pharmacology_general_principles_drug_metabolism
Pharma	<br><br><b>What is the best answer/mechanism/drug?</b>	<b>First-order kinetics are observed</b><br><br>When [X] is really low, the enzyme is far from saturated, so the rate of reaction is dependent on [X], so we get first-order kinetics. When [X] is really high, the enzyme is saturated, so changing [X] won't change the reaction rate, so we get zero-order kinetics. Km is the substrate concentration at 1/2 Vmax. Vmax is simply the max reaction rate.	pharma::pharmacology_general_principles_drug_metabolism
Pharma	A 38-year-old woman comes to the clinic with gradually worsening shortness of breath and fatigue over the past year.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Inhibits endothelin-1 receptors</b><br><br>Bosentan is an endothelin receptor antagonist that treats pulmonary arterial hypertension by blocking endothelin-1–mediated vasoconstriction and vascular remodeling.	pharma::pharmacology_general_principles_drug_receptors
Pharma	A 49-year-old woman with a 6-year history of rheumatoid arthritis presents with progressive shortness of breath.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Pulmonary fibrosis due to rheumatoid arthritis</b><br><br>Pulmonary fibrosis in RA patients is a known complication and presents with chronic dyspnea, crackles, and restrictive physiology. Methotrexate may contribute, but RA itself is often the primary cause in long-standing disease.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	A 26-year-old man with a recent diagnosis of bipolar I disorder is brought to the emergency department by his roommate due to confusion, lethargy, and vomiting.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Valproic acid is used for acute mania and maintenance in bipolar disorder. It can cause neural tube defects, tremor, and hepatotoxicity.	pharma::general
Pharma	INR<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Aminoglycosides (e.g., gentamicin) cause acute tubular necrosis. ATN may present without casts but is suggested by oliguria, rising creatinine, FENa >1%, and a bland urinalysis. Discontinuation of the offending drug and IV fluids are key steps in management.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	A 42-year-old woman presents to the emergency department with rapidly worsening skin pain and widespread areas of peeling over the past 2 days.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Toxic epidermal necrolysis</b><br><br>TEN is a life-threatening mucocutaneous reaction characterized by widespread epidermal necrosis and sloughing, typically occurring 1–3 weeks after drug exposure. It presents with fever, malaise, mucosal involvement, and flaccid bullae with a positive Nikolsky sign. TEN involves full-thickness epidermal necrosis and is most often triggered by medications such as sulfonamides, allopurinol, antiepileptics, and certain antibiotics.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	A 54-year-old man is brought to the emergency department by his son due to altered mental status, sweating, and muscle stiffness that began earlier today.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Discontinue risperidone</b><br><br>Neuroleptic malignant syndrome is a life-threatening reaction to dopamine antagonists like risperidone. The first step in management is immediate discontinuation of the offending antipsychotic, followed by supportive care and, if needed, pharmacologic agents like dantrolene or bromocriptine.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	A 34-year-old man collapses while gardening in his backyard during a warm summer afternoon.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Epinephrine intramuscular injection</b><br><br>Anaphylaxis should be suspected in patients with rapid-onset hypotension, respiratory compromise, and skin findings after allergen exposure. Intramuscular epinephrine is the immediate and life-saving treatment. Supportive therapies like antihistamines and corticosteroids are helpful but should not delay epinephrine administration.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 68-year-old woman comes to the clinic for routine follow-up.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Osteoporosis is prevented and treated with weight-bearing exercise, followed by vitamin D + calcium combo, followed by bisphosphonates like alendronate, which inhibit osteoclasts. Serum calcium, phosphate, and PTH are normal in osteoporosis.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	Alendronate<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Denosumab</b><br><br>IV steroids (i.e., methylprednisolone) is the answer on USMLE for what to give during acute MS flares. Beta-interferon is the answer for what to give between flares to decrease recurrence. Baclofen (a GABA-B agonist) is the answer for spasticity.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 28-year-old woman presents to the clinic with 3 days of right eye pain and blurred vision.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Natalizumab</b><br><br>Protamine sulfate is the antidote for heparin toxicity, rapidly reversing its anticoagulant effects by binding and inactivating heparin. It is essential in life-threatening bleeding due to heparin use, whereas vitamin K reverses warfarin, not heparin.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 76-year-old man comes to the clinic due to progressive left hip pain over the past 6 months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Acetaminophen</b><br><br>Acetaminophen is the first-line pharmacologic treatment for osteoarthritis, particularly in elderly patients or those with contraindications to NSAIDs, such as a history of peptic ulcer disease. It provides analgesia without the gastrointestinal or renal risks associated with NSAIDs and is preferred for chronic joint pain due to its safety profile.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 62-year-old woman comes to the clinic due to persistent chest discomfort and difficulty swallowing over the past week.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Adverse effect of medication</b><br><br>Bisphosphonates can cause pill-induced esophagitis, particularly if taken without sufficient water or if the patient lies down soon after ingestion. The symptoms are due to direct mucosal irritation and resolve with drug discontinuation and appropriate supportive care.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 33-year-old woman comes to the physician because of a 2-day history of fever, sore throat, and fatigue.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Methimazole</b><br><br>Neutropenia (agranulocytosis) will be described on USMLE as causing mouth ulcers, mucositis, ulcerative pharyngitis, or sore throat + fever. Methimazole, PTU, clozapine, methotrexate, TMP/SMX, and ganciclovir are the HY drugs that cause it.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 38-year-old man presents to the emergency department with worsening shortness of breath, a nonproductive cough, and low-grade fever for the past 9 days.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Trimethoprim-sulfamethoxazole</b><br><br>PCP presents with subacute symptoms, hypoxia, and diffuse interstitial infiltrates in HIV patients with low CD4 counts. Trimethoprim-sulfamethoxazole is the treatment of choice, regardless of the addition of steroids. Early empiric therapy should be initiated based on clinical and radiographic findings without awaiting sputum or BAL confirmation.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 38-year-old woman returns to the clinic for follow-up 10 days after being diagnosed with immune thrombocytopenic purpura (ITP).<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>When ITP does not respond to first-line corticosteroids, the next step is IVIG, which works by saturating Fc receptors to block platelet destruction. Splenectomy is reserved for refractory cases after both medical therapies have failed.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 69-year-old man is brought to clinic by his daughter, who is concerned that he continues to struggle with fine hand movements, facial expressiveness, and slow steps despite faithfully taking his prescribed medications.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Monoamine oxidase</b><br><br>Parkinsonism is a clinical syndrome with bradykinesia and at least one of tremor, rigidity, or postural instability. Parkinson disease, the most common cause, involves progressive dopaminergic neuron loss in the substantia nigra. MAO-B inhibitors improve motor symptoms by preventing dopamine breakdown in the CNS and are a key adjunct to levodopa-carbidopa therapy.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 30-year-old man is brought to the emergency department by his roommate due to several days of increasingly erratic behavior.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Lithium</b><br><br>Lithium is the most effective long-term treatment for bipolar disorder, reducing the frequency of both manic and depressive episodes and lowering suicide risk. Antidepressants and antipsychotics may play adjunct roles, but mood stabilizers like lithium are the foundation of maintenance therapy.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 56-year-old woman presents to the clinic with gradually worsening shortness of breath over the past 4 months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Pulmonary fibrosis</b><br><br>Methotrexate causes pulmonary fibrosis.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 25-year-old flight attendant begins taking an over-the-counter “nighttime allergy” tablet each evening during a week of red-eye flights.<br><br><b>What is the best answer/mechanism/drug?</b>	"<b>H₁ antagonism</b><br><br>First-generation H₁ antihistamines also block muscarinic receptors, leading to sedation/drowsiness, confusion, dry mouth, blurry vision, constipation, and urinary retention. These types of Qs will often have ""discontinue the diphenhydramine,"" or ""discontinue anti-cholinergic medications"" as an answer."	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 28-year-old man with recently diagnosed acute leukemia is admitted for induction chemotherapy.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>G-CSF (aka filgrastim) is a recombinant cytokine of choice for treating chemotherapy-induced neutropenic fever because it stimulates neutrophil production, reducing infection risk and improving outcomes. Other recombinant cytokines such as erythropoietin, thrombopoietin, and interleukins have unrelated indications and do not address the acute risk in neutropenic fever.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	Erythropoietin<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Granulocyte colony-stimulating factor</b><br><br>Beta-blockers such as metoprolol control the ventricular rate in atrial fibrillation primarily by increasing the refractory period of the AV node, thereby limiting the number of atrial impulses transmitted to the ventricles. This helps prevent tachycardia and improves cardiac output.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 70-year-old man comes to the clinic for a routine follow-up.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>In patients with benign prostatic hyperplasia and concomitant hypertension, non-selective alpha-1 antagonists like terazosin offer dual benefit by relieving urinary symptoms and lowering blood pressure. Proper agent selection optimizes both symptom relief and comorbidity management.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 71-year-old man returns to the clinic for follow-up of worsening lower urinary tract symptoms.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Add finasteride to current therapy</b><br><br>In men with significant BPH symptoms and complications such as urinary retention or hematuria, combination therapy with a 5-alpha-reductase inhibitor and an alpha-blocker is the most appropriate next step in management. This approach both relieves symptoms and reduces the long-term risk of disease progression and need for surgery.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 64-year-old woman comes to the cardiology clinic for evaluation of exertional fatigue and intermittent chest discomfort over the past three months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Phosphodiesterase-3 inhibitor</b><br><br>Dipyridamole is a phosphodiesterase-3 inhibitor that acts as both a vasodilator and antiplatelet agent by increasing cAMP and adenosine levels. It is used for pharmacologic cardiac stress testing in patients unable to exercise and for secondary stroke prevention.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 72-year-old woman is admitted for elective hip replacement surgery.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Activates antithrombin III</b><br><br>Heparin activates antithrombin III to inactivate thrombin and multiple intrinsic pathway factors, providing rapid anticoagulation for bridging and acute clot management. HIT is a type II hypersensitivity reaction caused by antibodies against heparin-PF4 complexes, leading to thrombocytopenia and paradoxical thrombosis.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 31-year-old man with a long-standing diagnosis of schizophrenia is started on a new oral medication to control his psychotic symptoms.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Oculogyric crisis</b><br><br>Acute, sustained upward eye deviation with neck and trunk muscle spasms following antipsychotic initiation is classic for oculogyric crisis, an acute dystonic reaction due to dopamine D2 receptor blockade. Recognition and rapid treatment with anticholinergic medications are essential.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 28-year-old man from Indonesia presents for a pre-enlistment physical examination required for military service.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Ethambutol</b><br><br>Ethambutol, a key anti-TB drug, inhibits arabinosyl transferase and may cause reversible optic neuritis. TB treatment combines isoniazid, rifampin, pyrazinamide, and ethambutol to prevent resistance. Each drug has unique toxicities; monitoring and early detection are essential for safe, effective therapy.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 59-year-old man comes to the clinic for follow-up evaluation.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Aldosterone receptor antagonist</b><br><br>Spironolactone causes gynecomastia due to its antiandrogenic effects, whereas eplerenone is a selective aldosterone antagonist without this side effect. The mechanism of spironolactone involves blocking androgen receptors and inhibiting steroid synthesis pathways. The characteristic arrow changes with aldosterone antagonists include ↓ Na⁺ reabsorption, ↑ K⁺ retention, and ↓ H⁺ secretion leading to metabolic acidosis.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 47-year-old woman comes to the physician because of a 3-month history of progressive muscle fatigue.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Inhibitor of acetylcholinesterase</b><br><br>Myasthenia gravis is due to autoantibodies against post-synaptic nicotinic acetylcholine receptors. It can be idiopathic or due to thymoma. Pyridostigmine, a cholinesterase inhibitor, is a classic treatment.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 62-year-old man presents to the emergency department with progressive shortness of breath, orthopnea, and swelling in his legs.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Loop diuretics inhibit the apical Na⁺/K⁺/2Cl⁻ cotransporter in the thick ascending limb of the loop of Henle.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	mEq/L.<br><br><b>What is the best answer/mechanism/drug?</b>	"<b>Basolateral Na⁺/K⁺ ATPase in the thick ascending limb</b><br><br>Herpetic whitlow is HSV1/2 infection of the finger and is classically seen in dental workers and children. Treatment is acyclovir, which inhibits DNA polymerase via ""chain termination."" Resistance to acyclovir is alteration of viral thymidine kinase."	pharma::general
Pharma	A 22-year-old woman is brought to the emergency department by emergency medical services after being found unresponsive in the bathroom of a friend’s apartment.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Administer intravenous naloxone</b><br><br>In any patient with altered mental status, hypoventilation, and pinpoint pupils, opioid toxicity should be suspected. The next best step is to administer intravenous naloxone, which rapidly reverses respiratory depression. Do not delay treatment for confirmatory testing or escalate to intubation until naloxone has been trialed.	pharma::general
Pharma	A 32-year-old man comes to the clinic for follow-up after starting treatment for a newly diagnosed infection.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Inhibition of RNA-dependent DNA polymerase by causing chain termination</b><br><br>Zidovudine is a nucleoside reverse transcriptase inhibitor (NRTI) that mimics thymidine and halts viral DNA synthesis by chain termination. It specifically targets reverse transcriptase, an RNA-dependent DNA polymerase, and its major toxicity is macrocytic anemia from bone marrow suppression.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 70-year-old man presents to the clinic for routine follow-up after hospital discharge.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Direct inhibition of factor Xa</b><br><br>Rivaroxaban works by directly inhibiting factor Xa, blocking the conversion of prothrombin to thrombin. This sets it apart from heparins, fondaparinux, and warfarin, which act through indirect or upstream mechanisms.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 59-year-old man is brought to the emergency department because of severe substernal chest pain that began suddenly 45 minutes ago while he was walking to the store.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Inhibits conversion of arachidonic acid to thromboxane A₂</b><br><br>In acute MI, the very first life-saving intervention is oral aspirin, which works by irreversibly inhibiting COX enzymes, thereby preventing the conversion of arachidonic acid into thromboxane A₂. This mechanism reduces platelet aggregation and halts thrombus progression, stabilizing the patient while preparations for reperfusion are made.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 34-year-old man is brought to the emergency department by his wife due to sudden-onset vomiting, tremors, and restlessness.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Theophylline toxicity</b><br><br>Theophylline toxicity presents with tremor, vomiting, agitation, and tachycardia and should be considered in any asthmatic patient newly started on this drug. Prompt recognition and supportive treatment are critical due to the drug’s narrow therapeutic window and risk for seizures and arrhythmias.	pharma::pulmonary_critical_care_critical_care_medicine
Pharma	A 26-year-old woman presents with vulvar itching, burning, and white vaginal discharge for the past 3 days.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Oral fluconazole</b><br><br>Uncomplicated vulvovaginal candidiasis in healthy, non-pregnant adults can be effectively treated with either oral or topical azole antifungals. Oral fluconazole is a preferred option for many due to its single-dose regimen, systemic efficacy, and high patient compliance.	pharma::general
Pharma	A 25-year-old man is brought to the emergency department by his roommate, who found him in the kitchen holding an empty bottle of over-the-counter medication.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↑ pH, ↔ HCO₃⁻, ↓ CO₂</b><br><br>In the first 10–20 minutes after aspirin ingestion, the primary disturbance is acute respiratory alkalosis caused by medullary respiratory stimulation. The classic acid-base pattern is ↑ pH, ↓ CO₂, and normal bicarbonate—any deviation implies a later stage of toxicity.	pharma::biochemistry_general_principles_acid_base_disorders
Pharma	A 66-year-old woman with a history of obesity and chronic cholelithiasis presents with progressive weight loss, abdominal discomfort, and jaundice.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Topoisomerase I</b><br><br>Irinotecan and topotecan inhibit topoisomerase I, an enzyme responsible for creating transient single-strand DNA breaks to relieve supercoiling during replication and transcription.	pharma::biochemistry_general_principles_cell_and_molecular_biology
Pharma	A 14-year-old girl is brought to the physician by her mother because of ongoing behavioral and mood disturbances.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Binding of RNA polymerase to promoter regions</b><br><br>Valproic acid inhibits histone deacetylase, promoting a relaxed chromatin state that allows RNA polymerase to bind promoter regions and initiate transcription.	pharma::biochemistry_general_principles_cell_and_molecular_biology
Pharma	A 66-year-old woman with a history of obesity and chronic cholelithiasis presents with progressive weight loss, abdominal discomfort, and jaundice.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Topoisomerase I</b><br><br>Irinotecan and topotecan inhibit topoisomerase I, an enzyme responsible for creating transient single-strand DNA breaks to relieve supercoiling during replication and transcription. Inhibition of topoisomerase I leads to accumulation of DNA damage and cell death in rapidly dividing cancer cells.	pharma::biochemistry_general_principles_cellular_enzymes
Pharma	A 45-year-old woman with a history of asthma presents to her primary care physician with a 2-week history of insomnia, tremors, and palpitations.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Inhibition of cytochrome P450 enzymes</b><br><br>Theophylline is a bronchodilator with a narrow therapeutic window that is metabolized by CYP450 enzymes. Inhibitors of CYP450, such as cimetidine, can elevate theophylline levels and cause toxicity. The classic symptoms of theophylline toxicity include insomnia, tremor, gastrointestinal distress, and arrhythmias.	pharma::biochemistry_general_principles_cellular_enzymes
Pharma	A 19-year-old college student comes to the clinic due to sore throat, fatigue, and mild fever for the past week.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Infectious mononucleosis</b><br><br>Infectious mononucleosis presents with fever, fatigue, tonsillar exudates, and posterior cervical lymphadenopathy in adolescents. Administration of amoxicillin produces a characteristic rash. Diagnosis is confirmed with heterophile antibody testing, and reactive CD8+ T cells (atypical lymphocytes) are seen on smear as they target infected B cells.	pharma::ear_nose_throat_ent_upper_respiratory_tract_illnesses
Pharma	A 65-year-old man comes to the clinic due to worsening fatigue and reduced exercise tolerance.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Anemia of chronic disease (AoCD) in chronic kidney disease (CKD) results from decreased erythropoietin production and iron sequestration by hepcidin. Treatment involves recombinant erythropoietin therapy to stimulate erythropoiesis. On USMLE, you should know that CKD is the highest yield cause of AoCD.	pharma::hematology_oncology_disorders_of_rbcs_and_hemoglobin
Pharma	g/dL Hematocrit 30% MCV 85 fL Serum ferritin 230 ng/mL Serum iron 40 µg/dL<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Botulinum toxin inhibits synaptobrevin, a key vesicle-associated SNARE protein required for the release of acetylcholine (ACh) at the neuromuscular junction. Infants under 1 should not be given honey due to botulism spore risk. Presents with descending flaccid paralysis, constipation, and cranial nerve palsies.	pharma::infectious_diseases_bacterial_infections
Pharma	Which of the following is the most appropriate treatment for this patient’s anemia?<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Oral iron supplementation</b><br><br>The USMLE likes topical mupirocin for impetigo.	pharma::microbiology_general_principles_bacteriology
Pharma	A 4-month-old infant is brought to the clinic due to poor feeding and progressive weakness.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Inhibits reuptake of norepinephrine into presynaptic neurons</b><br><br>Pertussis should be treated empirically with azithromycin in unvaccinated infants who present with classic signs of infection. Delaying treatment while awaiting confirmatory testing increases risk of complications and transmission.	pharma::microbiology_general_principles_bacteriology
Pharma	A 28-year-old man presents to the clinic with a 1-week history of pruritic, burning sensations on the soles of his feet and between his toes.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Squalene epoxidase</b><br><br>Tinea pedis is a superficial dermatophyte infection commonly caused by Trichophyton species and typically affects interdigital areas of the feet. First-line treatment involves topical antifungals such as terbinafine, which inhibits squalene epoxidase, leading to toxic squalene accumulation and impaired ergosterol synthesis in fungal cell membranes.	pharma::microbiology_general_principles_mycology
Pharma	A 25-year-old man comes to clinic for evaluation of a recurrent rash on his upper back and shoulders.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Topical selenium sulfide is first-line treatment for tinea versicolor and is applied by the patient to affected areas. Because the condition is not contagious, there is no need to treat close contacts.	pharma::microbiology_general_principles_mycology
Pharma	A 28-year-old woman presents to the clinic with 5 days of frothy, malodorous vaginal discharge and vulvar irritation.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Oral metronidazole</b><br><br>Asymptomatic male partners of patients with confirmed trichomoniasis should be treated with oral metronidazole to prevent reinfection and halt disease transmission. CDC guidelines mandate partner treatment regardless of symptom status to ensure eradication of the infection.	pharma::microbiology_general_principles_parasitology
Pharma	A 58-year-old man is being treated for Hodgkin lymphoma.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Doxorubicin</b><br><br>Doxorubicin causes dilated cardiomyopathy due to free radical damage. Dexrazoxane can be used to prevent and mitigate this effect.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	A 28-year-old woman is brought to the emergency department by her roommate due to altered behavior, agitation, and muscle stiffness.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Administer cyproheptadine</b><br><br>Cyproheptadine is the first-line antidote for serotonin syndrome in moderate to severe cases. It should be administered after discontinuing serotonergic drugs and initiating supportive care.	pharma::general
Pharma	A 72-year-old man presents to the clinic with a 3-day history of sudden pain in the back of his right ankle.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Adverse effect of fluoroquinolone</b><br><br>Fluoroquinolones like ciprofloxacin can cause tendinopathy and tendon rupture, particularly in older adults or those with multiple comorbidities. Achilles tendon pain after recent fluoroquinolone initiation should prompt immediate drug discontinuation and evaluation for partial or complete tendon rupture.	pharma::general
Pharma	A 67-year-old man comes to the clinic due to progressive swelling in his lower extremities over the past 3 weeks.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Adverse drug effect</b><br><br>Dihydropyridine calcium channel blockers, such as nifedipine, frequently cause bilateral lower extremity edema due to preferential arteriolar dilation and increased capillary hydrostatic pressure. This is a benign drug-induced effect and not a sign of systemic disease. Recognizing this adverse drug effect avoids unnecessary diagnostic workup.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	A 52-year-old woman presents to the clinic due to recurring episodes of sharp facial pain for the past 2 months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Carbamazepine</b><br><br>Trigeminal neuralgia causes brief, recurrent, severe facial pain triggered by minor stimuli. It is due to irritation of the trigeminal nerve, which originates from the pons. Carbamazepine is the treatment of choice for long-term management.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 42-year-old woman comes to the physician because of a 3-month history of persistent nausea, decreased appetite, and a burning sensation in her hands and feet.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Isoniazid</b><br><br>Isoniazid causes vitamin B6 deficiency, which presents as neuropathy and/or seizure.	pharma::pharmacology_general_principles_hy_use_cases
